date,store,item,unitSold,sales,product_name,customer_name
01-01-2022,2,P18,306,14984.82,VisionGuard,Customer_582
01-01-2022,2,P19,83,1819.36,ZipTask,Customer_619
01-01-2022,2,P19,251,3599.34,ZipTask,Customer_237
01-01-2022,2,P19,120,3626.4,ZipTask,Customer_228
01-01-2022,2,P19,293,8315.34,ZipTask,Customer_303
01-01-2022,3,P2,192,3830.4,EcoBreeze,Customer_909
01-01-2022,3,P2,154,1786.4,EcoBreeze,Customer_410
01-01-2022,3,P2,416,11885.12,EcoBreeze,Customer_378
01-01-2022,3,P20,137,4985.43,MotionPeak,Customer_95
01-01-2022,3,P20,230,4064.1,MotionPeak,Customer_274
01-01-2022,3,P20,57,1729.95,MotionPeak,Customer_547
01-01-2022,3,P20,218,7425.08,MotionPeak,Customer_761
01-01-2022,3,P21,181,4324.09,FitCore,Customer_346
01-01-2022,3,P21,170,5907.5,FitCore,Customer_998
01-01-2022,3,P21,252,12408.48,FitCore,Customer_809
01-01-2022,3,P21,90,2594.7,FitCore,Customer_214
01-01-2022,3,P22,215,4441.9, SnapPro,Customer_655
01-01-2022,3,P22,493,8311.98, SnapPro,Customer_703
01-01-2022,3,P22,359,14406.67, SnapPro,Customer_33
01-01-2022,3,P22,266,4599.14, SnapPro,Customer_933
01-01-2022,3,P23,341,6816.59,SolarBright,Customer_837
01-01-2022,3,P23,317,4114.66,SolarBright,Customer_500
01-01-2022,3,P23,331,8625.86,SolarBright,Customer_12
01-01-2022,3,P23,353,16739.26,SolarBright,Customer_105
01-01-2022,3,P24,203,10036.32,UltraGrip,Customer_578
01-01-2022,3,P24,141,6225.15,UltraGrip,Customer_327
01-01-2022,3,P24,197,2230.04,UltraGrip,Customer_338
01-01-2022,3,P24,284,10914.12,UltraGrip,Customer_102
01-01-2022,4,P25,193,4987.12,DreamRest,Customer_294
01-01-2022,4,P25,483,15451.17,DreamRest,Customer_362
01-01-2022,4,P25,382,4889.6,DreamRest,Customer_398
01-01-2022,4,P25,481,18744.57,DreamRest,Customer_181
01-01-2022,4,P26,329,8478.33,BrewEase,Customer_675
01-01-2022,4,P26,70,1036.7,BrewEase,Customer_686
01-01-2022,4,P26,268,6670.52,BrewEase,Customer_961
01-01-2022,4,P26,100,1776,BrewEase,Customer_733
01-01-2022,4,P27,87,1630.38,SmartChef,Customer_216
01-01-2022,4,P27,42,778.26,SmartChef,Customer_71
01-01-2022,4,P27,100,3685,SmartChef,Customer_943
01-01-2022,4,P27,328,6458.32,SmartChef,Customer_344
01-01-2022,4,P28,323,3604.68,TechVault,Customer_814
01-01-2022,4,P28,458,7781.42,TechVault,Customer_600
01-01-2022,4,P28,198,3308.58,TechVault,Customer_909
01-01-2022,4,P28,163,6976.4,TechVault,Customer_211
01-01-2022,4,P29,213,6677.55,HomeHaven,Customer_477
01-01-2022,4,P29,71,966.31,HomeHaven,Customer_829
01-01-2022,4,P29,20,406.4,HomeHaven,Customer_519
01-01-2022,4,P3,391,13657.63,SwiftCharger,Customer_67
01-01-2022,4,P3,365,10796.7,SwiftCharger,Customer_62
01-01-2022,4,P3,313,5693.47,SwiftCharger,Customer_775
01-01-2022,4,P3,66,2805,SwiftCharger,Customer_133
01-01-2022,4,P30,207,9536.49,PureGlow,Customer_522
01-01-2022,4,P30,43,1356.22,PureGlow,Customer_186
01-01-2022,1,P30,335,8026.6,PureGlow,Customer_417
01-01-2022,1,P30,477,9420.75,PureGlow,Customer_787
01-01-2022,1,P31,148,3256,VitalCore,Customer_321
01-01-2022,1,P31,144,5338.08,VitalCore,Customer_778
01-01-2022,1,P31,387,17008.65,VitalCore,Customer_19
01-01-2022,1,P31,82,1634.26,VitalCore,Customer_372
01-01-2022,1,P32,385,4007.85,CleanEdge,Customer_60
01-01-2022,1,P32,175,2821,CleanEdge,Customer_226
01-01-2022,1,P32,381,18127.98,CleanEdge,Customer_357
01-01-2022,1,P32,326,6686.26,CleanEdge,Customer_107
01-01-2022,1,P33,158,3564.48,QuickBrew,Customer_623
01-01-2022,1,P34,121,5505.5,GlowEase,Customer_630
01-01-2022,1,P34,203,6709.15,GlowEase,Customer_409
01-01-2022,1,P34,236,7070.56,GlowEase,Customer_806
01-01-2022,1,P35,142,3764.42,TaskPro,Customer_767
01-01-2022,1,P35,397,8805.46,TaskPro,Customer_83
01-01-2022,1,P35,346,4899.36,TaskPro,Customer_423
01-01-2022,1,P35,364,17890.6,TaskPro,Customer_188
01-01-2022,1,P36,239,8121.22,BrightWay,Customer_243
01-01-2022,1,P36,396,6351.84,BrightWay,Customer_184
01-01-2022,1,P36,337,14416.86,BrightWay,Customer_707
01-01-2022,1,P36,181,5509.64,BrightWay,Customer_887
01-01-2022,1,P37,180,3483,SoundSphere,Customer_731
01-01-2022,1,P37,158,2771.32,SoundSphere,Customer_218
01-01-2022,1,P37,209,4614.72,SoundSphere,Customer_113
01-01-2022,2,P37,199,7235.64,SoundSphere,Customer_170
01-01-2022,2,P38,282,3533.46,LuxeLine,Customer_54
01-01-2022,2,P38,307,15089.05,LuxeLine,Customer_811
01-01-2022,2,P38,72,1586.16,LuxeLine,Customer_652
01-01-2022,2,P38,387,8676.54,LuxeLine,Customer_87
01-01-2022,2,P39,113,1628.33,SnapEase,Customer_784
01-01-2022,2,P39,184,3492.32,SnapEase,Customer_852
01-01-2022,2,P39,312,10514.4,SnapEase,Customer_746
01-01-2022,2,P39,206,4002.58,SnapEase,Customer_324
01-01-2022,2,P4,67,2158.07,GlowSkin,Customer_599
01-01-2022,2,P4,389,10736.4,GlowSkin,Customer_386
01-01-2022,2,P4,179,8071.11,GlowSkin,Customer_214
01-01-2022,2,P4,222,4622.04,GlowSkin,Customer_372
01-01-2022,2,P40,353,4885.52,ChillEase,Customer_256
01-01-2022,2,P40,171,8527.77,ChillEase,Customer_687
01-01-2022,2,P40,155,2478.45,ChillEase,Customer_348
01-01-2022,2,P40,214,4714.42,ChillEase,Customer_974
01-01-2022,3,P41,385,12050.5,GearFlex,Customer_296
01-01-2022,3,P41,339,12261.63,GearFlex,Customer_986
01-01-2022,3,P41,196,2804.76,GearFlex,Customer_543
01-01-2022,3,P41,36,584.64,GearFlex,Customer_662
01-01-2022,3,P42,307,9609.1,StyleCore,Customer_243
01-01-2022,3,P42,142,2895.38,StyleCore,Customer_34
01-01-2022,3,P42,121,1773.86,StyleCore,Customer_125
01-01-2022,3,P43,484,11858,FlexGuard,Customer_305
01-01-2022,3,P43,420,11407.2,FlexGuard,Customer_924
01-01-2022,3,P43,70,3159.1,FlexGuard,Customer_814
01-01-2022,3,P43,276,4529.16,FlexGuard,Customer_97
01-01-2022,3,P44,299,5534.49,SnapFit,Customer_96
01-01-2022,3,P44,95,2565,SnapFit,Customer_310
01-01-2022,3,P44,146,5720.28,SnapFit,Customer_529
01-01-2022,3,P44,330,14704.8,SnapFit,Customer_586
01-01-2022,3,P45,80,2243.2,GreenEase,Customer_206
01-01-2022,3,P45,432,4453.92,GreenEase,Customer_594
01-01-2022,3,P45,341,5865.2,GreenEase,Customer_151
01-01-2022,3,P45,305,10327.3,GreenEase,Customer_91
01-01-2022,3,P46,200,9152,CozyLux,Customer_505
01-01-2022,3,P46,97,1870.16,CozyLux,Customer_763
01-01-2022,4,P46,65,1728.35,CozyLux,Customer_249
01-01-2022,4,P46,143,4388.67,CozyLux,Customer_701
01-01-2022,4,P47,84,1655.64,PowerSnap,Customer_278
01-01-2022,4,P47,285,11006.7,PowerSnap,Customer_631
01-01-2022,4,P47,211,2808.41,PowerSnap,Customer_780
01-01-2022,4,P47,254,9291.32,PowerSnap,Customer_494
01-01-2022,4,P48,299,6434.48,VisionEase,Customer_512
01-01-2022,4,P48,64,1079.04,VisionEase,Customer_177
01-01-2022,4,P48,474,9162.42,VisionEase,Customer_494
01-01-2022,4,P48,445,18934.75,VisionEase,Customer_807
01-01-2022,4,P49,434,20115.9,SwiftLift,Customer_698
01-01-2022,4,P49,278,4689.86,SwiftLift,Customer_410
01-01-2022,4,P49,315,15183,SwiftLift,Customer_579
01-01-2022,4,P5,312,7269.6,NutriBlend,Customer_546
01-01-2022,4,P5,215,7843.2,NutriBlend,Customer_717
01-01-2022,4,P5,331,5729.61,NutriBlend,Customer_405
01-01-2022,4,P5,239,9574.34,NutriBlend,Customer_329
01-01-2022,1,P50,71,1997.94,HandyPro,Customer_443
01-01-2022,1,P50,183,2199.66,HandyPro,Customer_416
01-01-2022,1,P50,110,2742.3,HandyPro,Customer_928
01-01-2022,1,P50,418,12343.54,HandyPro,Customer_100
01-01-2022,1,P6,58,835.2,PowerDrive,Customer_293
01-01-2022,1,P6,398,12234.52,PowerDrive,Customer_929
01-01-2022,1,P6,475,10008.25,PowerDrive,Customer_79
01-01-2022,1,P6,251,10707.66,PowerDrive,Customer_800
01-01-2022,1,P7,178,6276.28,EasyTask,Customer_565
01-01-2022,1,P7,478,16314.14,EasyTask,Customer_154
01-01-2022,1,P7,406,20243.16,EasyTask,Customer_177
01-01-2022,1,P8,247,5750.16,GlowNest,Customer_572
01-01-2022,1,P8,90,4306.5,GlowNest,Customer_978
01-01-2022,1,P8,270,4117.5,GlowNest,Customer_888
01-01-2022,1,P8,128,1344,GlowNest,Customer_668
01-01-2022,1,P9,185,6691.45,PureCare,Customer_271
01-01-2022,1,P9,23,442.29,PureCare,Customer_104
01-01-2022,1,P9,346,4837.08,PureCare,Customer_945
01-02-2022,1,P1,171,5297.58,AquaPure,Customer_789
01-02-2022,2,P1,229,2768.61,AquaPure,Customer_439
01-02-2022,2,P1,339,12278.58,AquaPure,Customer_990
01-02-2022,2,P10,319,12852.51,FreshSeal,Customer_974
01-02-2022,2,P10,85,4068.1,FreshSeal,Customer_936
01-02-2022,2,P10,87,2403.81,FreshSeal,Customer_899
01-02-2022,2,P10,255,11036.4,FreshSeal,Customer_443
01-02-2022,2,P11,241,4641.66,LightLoom,Customer_717
01-02-2022,2,P11,285,6535.05,LightLoom,Customer_696
01-02-2022,2,P11,54,2495.88,LightLoom,Customer_381
01-02-2022,2,P11,153,7145.1,LightLoom,Customer_867
01-02-2022,2,P12,213,4709.43,ActiveGear,Customer_26
01-02-2022,2,P12,353,15874.41,ActiveGear,Customer_978
01-02-2022,2,P12,368,15054.88,ActiveGear,Customer_206
01-02-2022,2,P13,252,8908.2,SafeShield,Customer_466
01-02-2022,2,P13,183,6329.97,SafeShield,Customer_267
01-02-2022,2,P13,359,16287.83,SafeShield,Customer_677
01-02-2022,2,P13,65,1774.5,SafeShield,Customer_774
01-02-2022,2,P14,81,3143.61,ThermaComfort,Customer_919
01-02-2022,3,P14,96,3223.68,ThermaComfort,Customer_628
01-02-2022,3,P14,275,11786.5,ThermaComfort,Customer_969
01-02-2022,3,P14,121,4464.9,ThermaComfort,Customer_381
01-02-2022,3,P15,139,4523.06,GreenSprout,Customer_470
01-02-2022,3,P15,157,6642.67,GreenSprout,Customer_297
01-02-2022,3,P15,253,9601.35,GreenSprout,Customer_243
01-02-2022,3,P15,159,5340.81,GreenSprout,Customer_232
01-02-2022,3,P16,136,5807.2,ChillPod,Customer_481
01-02-2022,3,P16,377,7144.15,ChillPod,Customer_374
01-02-2022,3,P16,364,13700.96,ChillPod,Customer_977
01-02-2022,3,P16,370,6327,ChillPod,Customer_316
01-02-2022,3,P17,351,12720.24,HydroMate,Customer_364
01-02-2022,3,P17,394,5555.4,HydroMate,Customer_913
01-02-2022,3,P17,363,7931.55,HydroMate,Customer_912
01-02-2022,3,P18,319,9624.23,VisionGuard,Customer_74
01-02-2022,3,P18,269,12223.36,VisionGuard,Customer_123
01-02-2022,4,P18,255,10103.1,VisionGuard,Customer_719
01-02-2022,4,P19,362,11334.22,ZipTask,Customer_943
01-02-2022,4,P19,368,9840.32,ZipTask,Customer_349
01-02-2022,4,P19,43,464.4,ZipTask,Customer_222
01-02-2022,4,P2,97,1262.94,EcoBreeze,Customer_393
01-02-2022,4,P2,122,1905.64,EcoBreeze,Customer_965
01-02-2022,4,P2,380,8097.8,EcoBreeze,Customer_561
01-02-2022,4,P2,161,4533.76,EcoBreeze,Customer_43
01-02-2022,4,P20,110,1172.6,MotionPeak,Customer_52
01-02-2022,4,P20,238,7263.76,MotionPeak,Customer_551
01-02-2022,4,P20,65,786.5,MotionPeak,Customer_105
01-02-2022,4,P20,160,4849.6,MotionPeak,Customer_117
01-02-2022,4,P21,115,2119.45,FitCore,Customer_143
01-02-2022,4,P21,335,9108.65,FitCore,Customer_245
01-02-2022,4,P21,131,2037.05,FitCore,Customer_272
01-02-2022,4,P21,305,3068.3,FitCore,Customer_5
01-02-2022,4,P22,121,4928.33, SnapPro,Customer_683
01-02-2022,4,P22,259,8176.63, SnapPro,Customer_737
01-02-2022,1,P22,485,8051, SnapPro,Customer_190
01-02-2022,1,P22,292,7510.24, SnapPro,Customer_791
01-02-2022,1,P23,354,13784.76,SolarBright,Customer_327
01-02-2022,1,P23,177,3440.88,SolarBright,Customer_305
01-02-2022,1,P23,121,5046.91,SolarBright,Customer_707
01-02-2022,1,P24,156,3829.8,UltraGrip,Customer_712
01-02-2022,1,P24,235,5553.05,UltraGrip,Customer_667
01-02-2022,1,P24,397,7741.5,UltraGrip,Customer_34
01-02-2022,1,P25,341,9882.18,DreamRest,Customer_700
01-02-2022,1,P25,121,5477.67,DreamRest,Customer_694
01-02-2022,1,P25,127,4762.5,DreamRest,Customer_534
01-02-2022,1,P26,167,2598.52,BrewEase,Customer_488
01-02-2022,1,P26,109,5242.9,BrewEase,Customer_293
01-02-2022,1,P26,386,5268.9,BrewEase,Customer_757
01-02-2022,1,P26,401,16044.01,BrewEase,Customer_527
01-02-2022,1,P27,162,4931.28,SmartChef,Customer_423
01-02-2022,1,P27,310,5902.4,SmartChef,Customer_619
01-02-2022,2,P27,394,4550.7,SmartChef,Customer_648
01-02-2022,2,P28,70,2791.6,TechVault,Customer_63
01-02-2022,2,P28,196,2330.44,TechVault,Customer_94
01-02-2022,2,P28,323,6350.18,TechVault,Customer_119
01-02-2022,2,P28,499,8433.1,TechVault,Customer_614
01-02-2022,2,P29,436,13886.6,HomeHaven,Customer_157
01-02-2022,2,P29,238,11102.7,HomeHaven,Customer_610
01-02-2022,2,P29,123,2514.12,HomeHaven,Customer_451
01-02-2022,2,P3,366,7989.78,SwiftCharger,Customer_956
01-02-2022,2,P3,278,8815.38,SwiftCharger,Customer_416
01-02-2022,2,P3,91,4379.83,SwiftCharger,Customer_928
01-02-2022,2,P3,346,6304.12,SwiftCharger,Customer_894
01-02-2022,2,P30,129,4765.26,PureGlow,Customer_245
01-02-2022,2,P30,201,7348.56,PureGlow,Customer_944
01-02-2022,2,P30,243,5297.4,PureGlow,Customer_466
01-02-2022,2,P30,86,942.56,PureGlow,Customer_581
01-02-2022,3,P31,129,5229.66,VitalCore,Customer_65
01-02-2022,3,P31,51,747.15,VitalCore,Customer_698
01-02-2022,3,P31,267,8776.29,VitalCore,Customer_823
01-02-2022,3,P32,140,4744.6,CleanEdge,Customer_17
01-02-2022,3,P32,250,10332.5,CleanEdge,Customer_401
01-02-2022,3,P32,350,10479,CleanEdge,Customer_812
01-02-2022,3,P32,34,1584.06,CleanEdge,Customer_575
01-02-2022,3,P33,52,1776.32,QuickBrew,Customer_895
01-02-2022,3,P33,267,9601.32,QuickBrew,Customer_300
01-02-2022,3,P33,51,1644.75,QuickBrew,Customer_436
01-02-2022,3,P33,229,10009.59,QuickBrew,Customer_441
01-02-2022,3,P34,129,4063.5,GlowEase,Customer_851
01-02-2022,3,P34,101,4256.14,GlowEase,Customer_447
01-02-2022,3,P34,290,7861.9,GlowEase,Customer_814
01-02-2022,3,P34,368,10418.08,GlowEase,Customer_483
01-02-2022,4,P35,182,5409.04,TaskPro,Customer_157
01-02-2022,4,P35,202,8312.3,TaskPro,Customer_126
01-02-2022,4,P35,331,14822.18,TaskPro,Customer_176
01-02-2022,4,P35,374,3855.94,TaskPro,Customer_341
01-02-2022,4,P36,320,7545.6,BrightWay,Customer_180
01-02-2022,4,P36,433,12886.08,BrightWay,Customer_578
01-02-2022,4,P36,109,2401.27,BrightWay,Customer_818
01-02-2022,4,P37,211,10060.48,SoundSphere,Customer_635
01-02-2022,4,P37,233,4520.2,SoundSphere,Customer_428
01-02-2022,4,P37,232,8878.64,SoundSphere,Customer_307
01-02-2022,4,P37,87,1444.2,SoundSphere,Customer_399
01-02-2022,4,P38,239,7762.72,LuxeLine,Customer_123
01-02-2022,4,P38,499,23198.51,LuxeLine,Customer_49
01-02-2022,4,P38,424,8327.36,LuxeLine,Customer_47
01-02-2022,4,P38,392,12932.08,LuxeLine,Customer_646
01-02-2022,4,P39,60,2959.2,SnapEase,Customer_470
01-02-2022,4,P39,77,2647.26,SnapEase,Customer_373
01-02-2022,4,P39,381,17430.75,SnapEase,Customer_156
01-02-2022,4,P39,275,10551.75,SnapEase,Customer_273
01-02-2022,1,P4,237,4676.01,GlowSkin,Customer_748
01-02-2022,1,P4,69,1627.71,GlowSkin,Customer_662
01-02-2022,1,P4,46,845.02,GlowSkin,Customer_135
01-02-2022,1,P4,199,3289.47,GlowSkin,Customer_826
01-02-2022,1,P40,270,10503,ChillEase,Customer_449
01-02-2022,1,P40,73,3087.17,ChillEase,Customer_185
01-02-2022,1,P40,110,4948.9,ChillEase,Customer_539
01-02-2022,1,P40,245,9275.7,ChillEase,Customer_394
01-02-2022,1,P41,106,2522.8,GearFlex,Customer_491
01-02-2022,1,P41,227,9120.86,GearFlex,Customer_674
01-02-2022,1,P41,52,1877.72,GearFlex,Customer_309
01-02-2022,1,P42,323,6737.78,StyleCore,Customer_776
01-02-2022,1,P42,227,6324.22,StyleCore,Customer_281
01-02-2022,1,P42,131,5824.26,StyleCore,Customer_905
01-02-2022,1,P42,108,1564.92,StyleCore,Customer_823
01-02-2022,1,P43,473,7364.61,FlexGuard,Customer_970
01-02-2022,1,P43,262,3859.26,FlexGuard,Customer_991
01-02-2022,1,P43,289,8236.5,FlexGuard,Customer_143
01-02-2022,1,P44,51,1816.11,SnapFit,Customer_727
01-02-2022,1,P44,256,6420.48,SnapFit,Customer_759
01-02-2022,1,P44,133,6522.32,SnapFit,Customer_184
01-02-2022,1,P44,379,9895.69,SnapFit,Customer_977
01-02-2022,2,P45,112,3288.32,GreenEase,Customer_533
01-02-2022,2,P45,397,13001.75,GreenEase,Customer_797
01-02-2022,2,P45,122,3945.48,GreenEase,Customer_213
01-02-2022,2,P45,492,6051.6,GreenEase,Customer_409
01-02-2022,2,P46,310,4141.6,CozyLux,Customer_663
01-02-2022,2,P46,337,15741.27,CozyLux,Customer_72
01-02-2022,2,P46,218,2622.54,CozyLux,Customer_491
01-02-2022,2,P46,332,9110.08,CozyLux,Customer_254
01-02-2022,2,P47,158,6683.4,PowerSnap,Customer_285
01-02-2022,2,P47,236,10806.44,PowerSnap,Customer_885
01-02-2022,2,P47,340,7704.4,PowerSnap,Customer_595
01-02-2022,2,P47,343,4074.84,PowerSnap,Customer_544
01-02-2022,2,P48,235,6777.4,VisionEase,Customer_885
01-02-2022,2,P48,203,4683.21,VisionEase,Customer_946
01-02-2022,2,P48,128,1594.88,VisionEase,Customer_759
01-02-2022,2,P48,267,5922.06,VisionEase,Customer_291
01-02-2022,2,P49,89,2814.18,SwiftLift,Customer_439
01-02-2022,2,P49,250,12225,SwiftLift,Customer_965
01-02-2022,2,P49,82,1337.42,SwiftLift,Customer_855
01-02-2022,2,P49,273,10008.18,SwiftLift,Customer_987
01-02-2022,2,P5,247,6528.21,NutriBlend,Customer_573
01-02-2022,2,P5,58,1042.84,NutriBlend,Customer_741
01-02-2022,3,P5,130,3627,NutriBlend,Customer_551
01-02-2022,3,P50,175,3972.5,HandyPro,Customer_113
01-02-2022,3,P50,111,2336.55,HandyPro,Customer_3
01-02-2022,3,P50,353,6046.89,HandyPro,Customer_423
01-02-2022,3,P50,259,3180.52,HandyPro,Customer_254
01-02-2022,3,P6,205,8132.35,PowerDrive,Customer_283
01-02-2022,3,P6,399,10613.4,PowerDrive,Customer_234
01-02-2022,3,P6,209,8564.82,PowerDrive,Customer_180
01-02-2022,3,P7,256,6336,EasyTask,Customer_54
01-02-2022,3,P7,148,1815.96,EasyTask,Customer_574
01-02-2022,3,P7,80,1108,EasyTask,Customer_71
01-02-2022,3,P7,27,474.93,EasyTask,Customer_709
01-02-2022,3,P8,60,2260.8,GlowNest,Customer_396
01-02-2022,3,P8,66,1481.7,GlowNest,Customer_124
01-02-2022,3,P8,57,2301.09,GlowNest,Customer_556
01-02-2022,4,P8,338,13340.86,GlowNest,Customer_338
01-02-2022,4,P9,87,2143.68,PureCare,Customer_135
01-02-2022,4,P9,359,9850.96,PureCare,Customer_114
01-02-2022,4,P9,349,4819.69,PureCare,Customer_97
01-02-2022,4,P9,268,3392.88,PureCare,Customer_977
01-03-2022,4,P1,23,254.38,AquaPure,Customer_297
01-03-2022,4,P1,122,4733.6,AquaPure,Customer_595
01-03-2022,4,P1,249,3879.42,AquaPure,Customer_799
01-03-2022,4,P1,380,13102.4,AquaPure,Customer_942
01-03-2022,4,P10,134,1758.08,FreshSeal,Customer_281
01-03-2022,4,P10,201,7455.09,FreshSeal,Customer_118
01-03-2022,4,P10,169,7562.75,FreshSeal,Customer_981
01-03-2022,4,P11,400,10660,LightLoom,Customer_873
01-03-2022,4,P11,23,476.33,LightLoom,Customer_923
01-03-2022,4,P11,173,2257.65,LightLoom,Customer_176
01-03-2022,4,P12,178,2166.26,ActiveGear,Customer_150
01-03-2022,4,P12,286,8880.3,ActiveGear,Customer_681
01-03-2022,4,P12,274,12028.6,ActiveGear,Customer_407
01-03-2022,4,P13,131,1323.1,SafeShield,Customer_317
01-03-2022,4,P13,370,10707.8,SafeShield,Customer_262
01-03-2022,4,P13,126,3316.32,SafeShield,Customer_858
01-03-2022,4,P13,219,3679.2,SafeShield,Customer_511
01-03-2022,4,P14,446,7657.82,ThermaComfort,Customer_314
01-03-2022,1,P14,188,5886.28,ThermaComfort,Customer_358
01-03-2022,1,P14,485,23236.35,ThermaComfort,Customer_964
01-03-2022,1,P14,277,4983.23,ThermaComfort,Customer_802
01-03-2022,1,P15,86,1659.8,GreenSprout,Customer_290
01-03-2022,1,P15,145,2170.65,GreenSprout,Customer_646
01-03-2022,1,P15,254,8237.22,GreenSprout,Customer_309
01-03-2022,1,P15,484,22157.52,GreenSprout,Customer_781
01-03-2022,1,P16,158,4379.76,ChillPod,Customer_29
01-03-2022,1,P16,103,4089.1,ChillPod,Customer_556
01-03-2022,1,P16,327,10836.78,ChillPod,Customer_108
01-03-2022,1,P16,175,4158,ChillPod,Customer_817
01-03-2022,1,P17,203,6254.43,HydroMate,Customer_485
01-03-2022,1,P17,232,3243.36,HydroMate,Customer_651
01-03-2022,1,P17,57,2460.69,HydroMate,Customer_719
01-03-2022,1,P18,356,16678.6,VisionGuard,Customer_701
01-03-2022,1,P18,474,9982.44,VisionGuard,Customer_87
01-03-2022,1,P18,280,4323.2,VisionGuard,Customer_342
01-03-2022,1,P18,157,5636.3,VisionGuard,Customer_592
01-03-2022,1,P19,350,11165,ZipTask,Customer_264
01-03-2022,1,P19,212,4797.56,ZipTask,Customer_850
01-03-2022,2,P19,225,5532.75,ZipTask,Customer_780
01-03-2022,2,P19,265,3704.7,ZipTask,Customer_995
01-03-2022,2,P2,244,4062.6,EcoBreeze,Customer_204
01-03-2022,2,P2,198,7504.2,EcoBreeze,Customer_50
01-03-2022,2,P2,151,7098.51,EcoBreeze,Customer_15
01-03-2022,2,P2,349,4557.94,EcoBreeze,Customer_27
01-03-2022,2,P20,328,3791.68,MotionPeak,Customer_262
01-03-2022,2,P20,364,11193,MotionPeak,Customer_702
01-03-2022,2,P20,390,17444.7,MotionPeak,Customer_916
01-03-2022,2,P20,413,9746.8,MotionPeak,Customer_642
01-03-2022,2,P21,127,3663.95,FitCore,Customer_905
01-03-2022,2,P21,178,2618.38,FitCore,Customer_148
01-03-2022,2,P21,307,8936.77,FitCore,Customer_288
01-03-2022,2,P21,349,4676.6,FitCore,Customer_217
01-03-2022,2,P22,372,11476.2, SnapPro,Customer_457
01-03-2022,2,P22,286,8348.34, SnapPro,Customer_885
01-03-2022,2,P22,238,11105.08, SnapPro,Customer_192
01-03-2022,2,P23,233,9862.89,SolarBright,Customer_133
01-03-2022,3,P23,22,423.06,SolarBright,Customer_358
01-03-2022,3,P23,153,4969.44,SolarBright,Customer_531
01-03-2022,3,P24,262,11488.7,UltraGrip,Customer_387
01-03-2022,3,P24,168,6011.04,UltraGrip,Customer_650
01-03-2022,3,P24,87,1368.51,UltraGrip,Customer_886
01-03-2022,3,P24,346,4397.66,UltraGrip,Customer_536
01-03-2022,3,P25,339,15539.76,DreamRest,Customer_797
01-03-2022,3,P25,235,9667.9,DreamRest,Customer_272
01-03-2022,3,P25,205,4544.85,DreamRest,Customer_308
01-03-2022,3,P26,356,5471.72,BrewEase,Customer_490
01-03-2022,3,P26,27,497.88,BrewEase,Customer_238
01-03-2022,3,P26,404,9049.6,BrewEase,Customer_574
01-03-2022,3,P26,58,1560.78,BrewEase,Customer_235
01-03-2022,3,P27,186,1999.5,SmartChef,Customer_39
01-03-2022,3,P27,118,2417.82,SmartChef,Customer_825
01-03-2022,3,P27,374,8437.44,SmartChef,Customer_193
01-03-2022,3,P27,164,2589.56,SmartChef,Customer_225
01-03-2022,3,P28,94,1692,TechVault,Customer_98
01-03-2022,3,P28,98,1551.34,TechVault,Customer_312
01-03-2022,3,P28,218,4754.58,TechVault,Customer_89
01-03-2022,3,P28,84,1820.28,TechVault,Customer_402
01-03-2022,3,P29,394,6256.72,HomeHaven,Customer_543
